"county"	"party"	"votes"	"p"
"ohio,auglaize"	"Democrat"	6738	5.20612982613566e-05
"ohio,belmont"	"Democrat"	16302	0.000125957744769462
"ohio,brown"	"Democrat"	7503	5.79720867994893e-05
"ohio,butler"	"Democrat"	66030	0.000510182179310979
"ohio,carroll"	"Democrat"	6423	4.96274441574196e-05
"ohio,champaign"	"Democrat"	7385	5.70603573256335e-05
"ohio,clark"	"Democrat"	31958	0.000246924156995612
"ohio,clermont"	"Democrat"	31611	0.000244243054220799
"ohio,clinton"	"Democrat"	6558	5.06705244876783e-05
"ohio,columbiana"	"Democrat"	21882	0.000169071731753488
"ohio,coshocton"	"Democrat"	7689	5.94092196989568e-05
"ohio,crawford"	"Democrat"	8289	6.40451322778844e-05
"ohio,cuyahoga"	"Democrat"	458422	0.00354200719376189
"ohio,darke"	"Democrat"	7964	6.15340129642986e-05
"ohio,defiance"	"Democrat"	8399	6.48950495840211e-05
"ohio,delaware"	"Democrat"	36653	0.00028320017292572
"ohio,erie"	"Democrat"	23148	0.000178853507295026
"ohio,fairfield"	"Democrat"	29250	0.000226000738222719
"ohio,fayette"	"Democrat"	4401	3.40044187664337e-05
"ohio,franklin"	"Democrat"	334709	0.00258613610563378
"ohio,fulton"	"Democrat"	9900	7.6492557552305e-05
"ohio,gallia"	"Democrat"	4777	3.69095906492283e-05
"ohio,geauga"	"Democrat"	21250	0.000164188570503685
"ohio,greene"	"Democrat"	33540	0.000259147513162051
"ohio,guernsey"	"Democrat"	7625	5.89147223572045e-05
"ohio,hamilton"	"Democrat"	225213	0.00174011296606336
"ohio,hancock"	"Democrat"	13870	0.000107166845782876
"ohio,hardin"	"Democrat"	5013	3.87330495969399e-05
"ohio,harrison"	"Democrat"	3683	2.84567767136504e-05
"ohio,henry"	"Democrat"	6320	4.88316124980371e-05
"ohio,highland"	"Democrat"	6856	5.29730277352124e-05
"ohio,hocking"	"Democrat"	6259	4.83602947191794e-05
"ohio,holmes"	"Democrat"	3141	2.42690023506858e-05
"ohio,huron"	"Democrat"	12076	9.33054671718822e-05
"ohio,jackson"	"Democrat"	5397	4.17000336474535e-05
"ohio,jefferson"	"Democrat"	17635	0.000136257197215646
"ohio,knox"	"Democrat"	11014	8.50999019071804e-05
"ohio,lake"	"Democrat"	60155	0.000464788868642313
"ohio,lawrence"	"Democrat"	11262	8.70160791064705e-05
"ohio,licking"	"Democrat"	33932	0.000262176309380284
"ohio,logan"	"Democrat"	7936	6.1317670377282e-05
"ohio,lorain"	"Democrat"	85276	0.000658886801801046
"ohio,lucas"	"Democrat"	142852	0.00110374897287494
"ohio,madison"	"Democrat"	6532	5.04696349425915e-05
"ohio,mahoning"	"Democrat"	79173	0.000611731844352388
"ohio,marion"	"Democrat"	12870	9.94403248179964e-05
"ohio,medina"	"Democrat"	40924	0.00031620014396672
"ohio,meigs"	"Democrat"	4094	3.16323768302158e-05
"ohio,mercer"	"Democrat"	5853	4.52233272074384e-05
"ohio,miami"	"Democrat"	18372	0.000141951643166762
"ohio,monroe"	"Democrat"	3705	2.86267601748777e-05
"ohio,montgomery"	"Democrat"	145997	0.00112804888130948
"ohio,morgan"	"Democrat"	2966	2.2916861181832e-05
"ohio,morrow"	"Democrat"	6177	4.77267200000593e-05
"ohio,muskingum"	"Democrat"	17730	0.00013699121670731
"ohio,noble"	"Democrat"	2474	1.91154128671114e-05
"ohio,ottawa"	"Democrat"	12064	9.32127489203037e-05
"ohio,paulding"	"Democrat"	4165	3.21809598187222e-05
"ohio,perry"	"Democrat"	7261	5.61022687259885e-05
"ohio,pickaway"	"Democrat"	9077	7.01336307982093e-05
"ohio,pike"	"Democrat"	6033	4.66141009811167e-05
"ohio,portage"	"Democrat"	41856	0.000323401261505987
"ohio,preble"	"Democrat"	6999	5.40779202331901e-05
"ohio,putnam"	"Democrat"	5281	4.08037572155275e-05
"ohio,richland"	"Democrat"	25727	0.000198780204863449
"ohio,ross"	"Democrat"	14455	0.00011168686054733
"ohio,sandusky"	"Democrat"	15602	0.000120549180094047
"ohio,scioto"	"Democrat"	14926	0.000115326051921788
"ohio,seneca"	"Democrat"	13087	0.000101116979867375
"ohio,shelby"	"Democrat"	7316	5.65272273790568e-05
"ohio,stark"	"Democrat"	96990	0.000749395268383642
"ohio,summit"	"Democrat"	160858	0.00124287270936855
"ohio,trumbull"	"Democrat"	64145	0.000495617687292182
"ohio,tuscarawas"	"Democrat"	21498	0.000166104747702975
"ohio,union"	"Democrat"	8761	6.76920501733074e-05
"ohio,van wert"	"Democrat"	5178	4.00079255561449e-05
"ohio,vinton"	"Democrat"	2463	1.90304211364977e-05
"ohio,warren"	"Democrat"	33398	0.000258050347185038
"ohio,washington"	"Democrat"	12368	9.5561611293627e-05
"ohio,wayne"	"Democrat"	21712	0.000167758223189459
"ohio,williams"	"Democrat"	8174	6.31565823669233e-05
"ohio,wood"	"Democrat"	34285	0.000264903771280886
"ohio,wyandot"	"Democrat"	4461	3.44680100243265e-05
"oklahoma,adair"	"Democrat"	2052	1.58548210199323e-05
"oklahoma,alfalfa"	"Democrat"	411	3.17560011656539e-06
"oklahoma,atoka"	"Democrat"	1370	1.05853337218846e-05
"oklahoma,beaver"	"Democrat"	265	2.04752805569301e-06
"oklahoma,beckham"	"Democrat"	1625	1.25555965679288e-05
"oklahoma,blaine"	"Democrat"	1011	7.81151269549296e-06
"oklahoma,bryan"	"Democrat"	4426	3.41975817905557e-05
"oklahoma,caddo"	"Democrat"	3404	2.63010773644491e-05
"oklahoma,canadian"	"Democrat"	11426	8.82832285447107e-05
"oklahoma,carter"	"Democrat"	5603	4.32916969662186e-05
"oklahoma,cherokee"	"Democrat"	7194	5.55845918213416e-05
"oklahoma,choctaw"	"Democrat"	1860	1.43713289946755e-05
"oklahoma,cimarron"	"Democrat"	152	1.17443118666165e-06
"oklahoma,cleveland"	"Democrat"	39681	0.000306596078407375
"oklahoma,coal"	"Democrat"	600	4.63591257892757e-06
"oklahoma,comanche"	"Democrat"	14120	0.000109098476024095
"oklahoma,cotton"	"Democrat"	690	5.33129946576671e-06
"oklahoma,craig"	"Democrat"	2073	1.60170779601948e-05
"oklahoma,creek"	"Democrat"	8318	6.42692013858659e-05
"oklahoma,custer"	"Democrat"	2660	2.05525457665789e-05
"oklahoma,delaware"	"Democrat"	5085	3.92893591064112e-05
"oklahoma,dewey"	"Democrat"	346	2.67337625384823e-06
"oklahoma,ellis"	"Democrat"	282	2.17887891209596e-06
"oklahoma,garfield"	"Democrat"	5545	4.28435587502556e-05
"oklahoma,garvin"	"Democrat"	3028	2.33959054816545e-05
"oklahoma,grady"	"Democrat"	5520	4.26503957261337e-05
"oklahoma,grant"	"Democrat"	514	3.97143177594795e-06
"oklahoma,greer"	"Democrat"	566	4.37321086612167e-06
"oklahoma,harmon"	"Democrat"	333	2.5729314813048e-06
"oklahoma,harper"	"Democrat"	221	1.70756113323832e-06
"oklahoma,haskell"	"Democrat"	1474	1.13888919022321e-05
"oklahoma,hughes"	"Democrat"	1709	1.32046243289787e-05
"oklahoma,jackson"	"Democrat"	2264	1.74928434644867e-05
"oklahoma,jefferson"	"Democrat"	805	6.21984937672782e-06
"oklahoma,johnston"	"Democrat"	1249	9.65042468513423e-06
"oklahoma,kay"	"Democrat"	5463	4.22099840311355e-05
"oklahoma,kingfisher"	"Democrat"	1009	7.7960596535632e-06
"oklahoma,kiowa"	"Democrat"	1226	9.472714702942e-06
"oklahoma,latimer"	"Democrat"	1313	1.01449220268865e-05
"oklahoma,le flore"	"Democrat"	5136	3.968341167562e-05
"oklahoma,lincoln"	"Democrat"	3504	2.7073729460937e-05
"oklahoma,logan"	"Democrat"	5717	4.41725203562149e-05
"oklahoma,love"	"Democrat"	1257	9.71223685285326e-06
"oklahoma,major"	"Democrat"	515	3.97915829691283e-06
"oklahoma,marshall"	"Democrat"	1643	1.26946739452967e-05
"oklahoma,mayes"	"Democrat"	5749	4.4419769027091e-05
"oklahoma,mcclain"	"Democrat"	3551	2.74368759462863e-05
"oklahoma,mccurtain"	"Democrat"	2794	2.15878995758727e-05
"oklahoma,mcintosh"	"Democrat"	3320	2.56520496033992e-05
"oklahoma,murray"	"Democrat"	1592	1.23006213760878e-05
"oklahoma,muskogee"	"Democrat"	11294	8.72633277773466e-05
"oklahoma,noble"	"Democrat"	1174	9.07093561276828e-06
"oklahoma,nowata"	"Democrat"	1411	1.09021210814447e-05
"oklahoma,okfuskee"	"Democrat"	1480	1.14352510280213e-05
"oklahoma,oklahoma"	"Democrat"	116182	0.000897682658741605
"oklahoma,okmulgee"	"Democrat"	6191	4.78348912935676e-05
"oklahoma,osage"	"Democrat"	7498	5.79334541946649e-05
"oklahoma,ottawa"	"Democrat"	4268	3.29767914781048e-05
"oklahoma,pawnee"	"Democrat"	2063	1.5939812750546e-05
"oklahoma,payne"	"Democrat"	10601	8.19088487486853e-05
"oklahoma,pittsburg"	"Democrat"	5457	4.21636249053463e-05
"oklahoma,pontotoc"	"Democrat"	4512	3.48620625935353e-05
"oklahoma,pottawatomie"	"Democrat"	7910	6.11167808321951e-05
"oklahoma,pushmataha"	"Democrat"	1265	9.7740490205723e-06
"oklahoma,roger mills"	"Democrat"	287	2.21751151692035e-06
"oklahoma,rogers"	"Democrat"	10772	8.32300838336797e-05
"oklahoma,seminole"	"Democrat"	2977	2.30018529124456e-05
"oklahoma,sequoyah"	"Democrat"	4454	3.44139243775723e-05
"oklahoma,stephens"	"Democrat"	4538	3.50629521386222e-05
"oklahoma,texas"	"Democrat"	923	7.13157885058358e-06
"oklahoma,tillman"	"Democrat"	1042	8.05103484540421e-06
"oklahoma,tulsa"	"Democrat"	96133	0.00074277363991674
"oklahoma,wagoner"	"Democrat"	8810	6.80706497005865e-05
"oklahoma,washington"	"Democrat"	6308	4.87388942464585e-05
"oklahoma,washita"	"Democrat"	1052	8.12830005505301e-06
"oklahoma,woods"	"Democrat"	873	6.74525280233962e-06
"oklahoma,woodward"	"Democrat"	1350	1.0430803302587e-05
"oregon,baker"	"Democrat"	2805	2.16728913064864e-05
"oregon,benton"	"Democrat"	29901	0.000231030703370855
"oregon,clackamas"	"Democrat"	103476	0.000799509483361849
"oregon,clatsop"	"Democrat"	10701	8.26815008451732e-05
"oregon,columbia"	"Democrat"	13390	0.000103458115719734
"oregon,coos"	"Democrat"	14401	0.000111269628415227
"oregon,crook"	"Democrat"	3632	2.80627241444416e-05
"oregon,curry"	"Democrat"	5230	4.04097046463187e-05
"oregon,deschutes"	"Democrat"	38819	0.000299935817335649
"oregon,douglas"	"Democrat"	20298	0.00015683292254512
"oregon,gilliam"	"Democrat"	430	3.32240401489809e-06
"oregon,grant"	"Democrat"	1006	7.77288009066856e-06
"oregon,harney"	"Democrat"	950	7.34019491663532e-06
"oregon,hood river"	"Democrat"	6302	4.86925351206693e-05
"oregon,jackson"	"Democrat"	49090	0.000379294914165924
"oregon,jefferson"	"Democrat"	3682	2.84490501926855e-05
"oregon,josephine"	"Democrat"	17412	0.000134534183040478
"oregon,klamath"	"Democrat"	9370	7.23975014409189e-05
"oregon,lake"	"Democrat"	957	7.39428056338948e-06
"oregon,lane"	"Democrat"	114037	0.000881109271271939
"oregon,lincoln"	"Democrat"	14258	0.000110164735917249
"oregon,linn"	"Democrat"	22163	0.00017124288414462
"oregon,malheur"	"Democrat"	2949	2.2785510325429e-05
"oregon,marion"	"Democrat"	61816	0.000477622619964978
"oregon,morrow"	"Democrat"	1410	1.08943945604798e-05
"oregon,multnomah"	"Democrat"	279696	0.00216107700779288
"oregon,polk"	"Democrat"	17536	0.000135492271640123
"oregon,sherman"	"Democrat"	385	2.97471057147852e-06
"oregon,tillamook"	"Democrat"	7072	5.46419562636263e-05
"oregon,umatilla"	"Democrat"	9484	7.32783248309151e-05
"oregon,union"	"Democrat"	4613	3.56424412109881e-05
"oregon,wallowa"	"Democrat"	1492	1.15279692795999e-05
"oregon,wasco"	"Democrat"	5906	4.56328328185771e-05
"oregon,washington"	"Democrat"	141544	0.00109364268345287
"oregon,wheeler"	"Democrat"	281	2.17115239113108e-06
"oregon,yamhill"	"Democrat"	20797	0.000160688456506594
"pennsylvania,adams"	"Democrat"	17633	0.000136241744173716
"pennsylvania,allegheny"	"Democrat"	373153	0.0028831744776076
"pennsylvania,armstrong"	"Democrat"	11138	8.60579905068255e-05
"pennsylvania,beaver"	"Democrat"	40499	0.000312916372556646
"pennsylvania,bedford"	"Democrat"	6059	4.68149905262036e-05
"pennsylvania,berks"	"Democrat"	97047	0.00074983568007864
"pennsylvania,blair"	"Democrat"	19813	0.000153085559877153
"pennsylvania,bradford"	"Democrat"	10306	7.96295250640459e-05
"pennsylvania,bucks"	"Democrat"	179031	0.0013832867748633
"pennsylvania,butler"	"Democrat"	32260	0.000249257566327006
"pennsylvania,cambria"	"Democrat"	32451	0.000250733331831298
"pennsylvania,cameron"	"Democrat"	879	6.79161192812889e-06
"pennsylvania,carbon"	"Democrat"	13464	0.000104029878271135
"pennsylvania,centre"	"Democrat"	41950	0.000324127554476686
"pennsylvania,chester"	"Democrat"	137833	0.00106496956415221
"pennsylvania,clarion"	"Democrat"	6756	5.22003756387244e-05
"pennsylvania,clearfield"	"Democrat"	14555	0.000112459512643818
"pennsylvania,clinton"	"Democrat"	7097	5.48351192877483e-05
"pennsylvania,columbia"	"Democrat"	13230	0.000102221872365353
"pennsylvania,crawford"	"Democrat"	16780	0.000129651021790674
"pennsylvania,cumberland"	"Democrat"	48306	0.000373237321729459
"pennsylvania,dauphin"	"Democrat"	69975	0.000540663304517428
"pennsylvania,delaware"	"Democrat"	178870	0.00138204280498796
"pennsylvania,elk"	"Democrat"	7290	5.632633783397e-05
"pennsylvania,erie"	"Democrat"	75775	0.000585477126113728
"pennsylvania,fayette"	"Democrat"	25866	0.000199854191277568
"pennsylvania,forest"	"Democrat"	1038	8.0201287615447e-06
"pennsylvania,franklin"	"Democrat"	21169	0.00016356272230553
"pennsylvania,fulton"	"Democrat"	1576	1.21769970406498e-05
"pennsylvania,greene"	"Democrat"	7829	6.04909326340399e-05
"pennsylvania,huntingdon"	"Democrat"	6621	5.11572953084657e-05
"pennsylvania,indiana"	"Democrat"	17065	0.000131853080265665
"pennsylvania,jefferson"	"Democrat"	6447	4.98128806605767e-05
"pennsylvania,juniata"	"Democrat"	3068	2.37049663202496e-05
"pennsylvania,lackawanna"	"Democrat"	67520	0.000521694695548649
"pennsylvania,lancaster"	"Democrat"	99586	0.000769453316808468
"pennsylvania,lawrence"	"Democrat"	19711	0.000152297454738736
"pennsylvania,lebanon"	"Democrat"	23310	0.000180105203691336
"pennsylvania,lehigh"	"Democrat"	87089	0.000672894984310372
"pennsylvania,luzerne"	"Democrat"	72492	0.000560110957786029
"pennsylvania,lycoming"	"Democrat"	18381	0.000142021181855446
"pennsylvania,mckean"	"Democrat"	6465	4.99519580379446e-05
"pennsylvania,mercer"	"Democrat"	26411	0.000204065145203427
"pennsylvania,mifflin"	"Democrat"	5375	4.15300501862262e-05
"pennsylvania,monroe"	"Democrat"	39453	0.000304834431627382
"pennsylvania,montgomery"	"Democrat"	253393	0.00195784632685366
"pennsylvania,montour"	"Democrat"	3364	2.59920165258539e-05
"pennsylvania,northampton"	"Democrat"	75255	0.00058145933521199
"pennsylvania,northumberland"	"Democrat"	14329	0.000110713318905755
"pennsylvania,perry"	"Democrat"	6396	4.94188280913679e-05
"pennsylvania,philadelphia"	"Democrat"	595980	0.00460485196464876
"pennsylvania,pike"	"Democrat"	11493	8.88009054493576e-05
"pennsylvania,potter"	"Democrat"	2300	1.77709982192224e-05
"pennsylvania,schuylkill"	"Democrat"	28300	0.000218660543306084
"pennsylvania,snyder"	"Democrat"	5382	4.15841358329803e-05
"pennsylvania,somerset"	"Democrat"	12878	9.95021369857154e-05
"pennsylvania,sullivan"	"Democrat"	1233	9.52680034969616e-06
"pennsylvania,susquehanna"	"Democrat"	8381	6.47559722066533e-05
"pennsylvania,tioga"	"Democrat"	6390	4.93724689655786e-05
"pennsylvania,union"	"Democrat"	7333	5.66585782354598e-05
"pennsylvania,venango"	"Democrat"	9238	7.13776006735548e-05
"pennsylvania,warren"	"Democrat"	8537	6.59613094771745e-05
"pennsylvania,washington"	"Democrat"	46122	0.000356362599942162
"pennsylvania,wayne"	"Democrat"	9892	7.64307453845859e-05
"pennsylvania,westmoreland"	"Democrat"	72721	0.000561880331086986
"pennsylvania,wyoming"	"Democrat"	5985	4.62432279748025e-05
"pennsylvania,york"	"Democrat"	82839	0.000640057270209635
"rhode island,bristol"	"Democrat"	16162	0.000124876031834379
"rhode island,kent"	"Democrat"	48406	0.000374009973825947
"rhode island,newport"	"Democrat"	25479	0.000196864027664159
"rhode island,providence"	"Democrat"	167442	0.00129374412340132
"rhode island,washington"	"Democrat"	39082	0.000301967892349412
"south carolina,aiken"	"Democrat"	26101	0.000201669923704314
"south carolina,allendale"	"Democrat"	3029	2.34036320026194e-05
"south carolina,anderson"	"Democrat"	24132	0.000186456403924467
"south carolina,bamberg"	"Democrat"	4426	3.41975817905557e-05
"south carolina,barnwell"	"Democrat"	4931	3.80994748778198e-05
"south carolina,beaufort"	"Democrat"	30396	0.000234855331248471
"south carolina,berkeley"	"Democrat"	27755	0.000214449589380225
"south carolina,calhoun"	"Democrat"	3970	3.06742882305708e-05
"south carolina,charleston"	"Democrat"	82698	0.000638967830753587
"south carolina,cherokee"	"Democrat"	7215	5.5746848761604e-05
"south carolina,chester"	"Democrat"	7478	5.77789237753673e-05
"south carolina,chesterfield"	"Democrat"	7842	6.05913774065834e-05
"south carolina,clarendon"	"Democrat"	8673	6.7012116328398e-05
"south carolina,colleton"	"Democrat"	8616	6.65717046333999e-05
"south carolina,darlington"	"Democrat"	14505	0.000112073186595574
"south carolina,dillon"	"Democrat"	7408	5.72380673078257e-05
"south carolina,dorchester"	"Democrat"	21806	0.000168484516160158
"south carolina,edgefield"	"Democrat"	5075	3.92120938967624e-05
"south carolina,fairfield"	"Democrat"	7591	5.86520206443986e-05
"south carolina,florence"	"Democrat"	28012	0.000216435305268199
"south carolina,georgetown"	"Democrat"	14199	0.000109708871180321
"south carolina,greenville"	"Democrat"	70886	0.000547702165116433
"south carolina,greenwood"	"Democrat"	12348	9.54070808743294e-05
"south carolina,hampton"	"Democrat"	5816	4.49374459317379e-05
"south carolina,horry"	"Democrat"	38879	0.000300399408593542
"south carolina,jasper"	"Democrat"	5389	4.16382214797345e-05
"south carolina,kershaw"	"Democrat"	11226	8.67379243517349e-05
"south carolina,lancaster"	"Democrat"	12139	9.37922379926696e-05
"south carolina,laurens"	"Democrat"	10578	8.17311387664931e-05
"south carolina,lee"	"Democrat"	5960	4.60500649506805e-05
"south carolina,lexington"	"Democrat"	33303	0.000257316327693375
"south carolina,marion"	"Democrat"	9608	7.42364134305602e-05
"south carolina,marlboro"	"Democrat"	6794	5.24939834353899e-05
"south carolina,mccormick"	"Democrat"	2755	2.12865652582424e-05
"south carolina,newberry"	"Democrat"	6708	5.18295026324102e-05
"south carolina,oconee"	"Democrat"	9481	7.32551452680205e-05
"south carolina,orangeburg"	"Democrat"	27263	0.000210648141065504
"south carolina,pickens"	"Democrat"	11691	9.03307566004037e-05
"south carolina,richland"	"Democrat"	105656	0.000816353299065286
"south carolina,saluda"	"Democrat"	3323	2.56752291662939e-05
"south carolina,spartanburg"	"Democrat"	41632	0.000321670520809854
"south carolina,sumter"	"Democrat"	25431	0.000196493154657845
"south carolina,union"	"Democrat"	5935	4.58569019265586e-05
"south carolina,williamsburg"	"Democrat"	11279	8.71474299628734e-05
"south carolina,york"	"Democrat"	37918	0.000292974221946293
"south dakota,aurora"	"Democrat"	655	5.06087123199593e-06
"south dakota,beadle"	"Democrat"	3493	2.69887377303233e-05
"south dakota,bennett"	"Democrat"	557	4.30367217743776e-06
"south dakota,bon homme"	"Democrat"	1367	1.056215415899e-05
"south dakota,brookings"	"Democrat"	7207	5.5685036593885e-05
"south dakota,brown"	"Democrat"	9041	6.98554760434736e-05
"south dakota,brule"	"Democrat"	965	7.45609273110851e-06
"south dakota,buffalo"	"Democrat"	454	3.5078405180552e-06
"south dakota,butte"	"Democrat"	1306	1.00908363801323e-05
"south dakota,campbell"	"Democrat"	243	1.87754459446567e-06
"south dakota,charles mix"	"Democrat"	1807	1.39618233835369e-05
"south dakota,clark"	"Democrat"	830	6.4130124008498e-06
"south dakota,clay"	"Democrat"	3808	2.94225918342603e-05
"south dakota,codington"	"Democrat"	5595	4.32298847984996e-05
"south dakota,corson"	"Democrat"	837	6.46709804760396e-06
"south dakota,custer"	"Democrat"	1475	1.13966184231969e-05
